LavatoryID,Description,City,Street,PostalCode,Country,Longitude,Latitude,isOwnedByWall,isHandicappedAccessible,Price,canBePayedWithCoins,canBePayedInApp,canBePayedWithNFC,hasChangingTable,LabelID,hasUrinal,FID
Wall_122581,"Wall CT, Alt-Tegel",Berlin,Alt-Tegel 1-3 (0-24 Uhr),13507,Deutschland,13.28278846,52.58985277,1,1,0.5,1,1,1,0,1,0,13
Wall_122583,"Wall CT, An der Werderlake",Berlin,An der Werderlake   (0-24 Uhr),12355,Deutschland,13.51660111,52.42009356,1,1,0.5,1,1,1,0,1,0,916
Wall_122584,"Wall CT, S-Bhf. Plänterwald, Bahnhofsvorplatz",Berlin,"S-Bhf. Plänterwald, Bahnhofsvorplatz   (0-24 Uhr)",12435,Deutschland,13.47396955,52.47871407,1,1,0.5,1,1,1,1,1,1,914
Wall_122585,"Wall CT, Greenwichpromenade",Berlin,Greenwichpromenade   (0-24 Uhr),13507,Deutschland,13.27259722,52.58909756,1,1,0.5,1,1,1,1,1,0,263
Wall_122586,"Wall CT, Wittenbergplatz, Ansbacher Str.",Berlin,"Wittenbergplatz, Ansbacher Str. ggü. 24 (0-24 Uhr)",10789,Deutschland,13.34272706,52.50246763,1,1,0.5,1,1,1,1,1,0,11
Wall_122587,"Wall CT, Mariendorfer Damm",Berlin,Mariendorfer Damm 90 (0-24 Uhr),12109,Deutschland,13.38566639,52.44438319,1,1,0.5,1,1,1,0,1,1,90
Wall_122588,"Wall CT, S-u. U-Bhf. Tempelhof, Tempelhofer Damm",Berlin,"S-u. U-Bhf. Tempelhof, Tempelhofer Damm 108 (0-24 Uhr)",12099,Deutschland,13.385392,52.470273,1,1,0.5,1,1,1,0,1,0,37
Wall_122589,"Wall CT, Klausenerplatz",Berlin,Klausenerplatz ggü. 23 (0-24 Uhr),14059,Deutschland,13.29035651,52.51879627,1,1,0.5,1,1,1,1,1,1,65
Wall_122590,"Wall CT, Hans-Rosenthal-Platz , Kufsteiner Str.",Berlin,"Hans-Rosenthal-Platz , Kufsteiner Str.   (0-24 Uhr)",10825,Deutschland,13.33693,52.480497,1,1,0.5,1,1,1,1,1,1,67
Wall_122608,"Wall CT, Trakehner Allee",Berlin,Trakehner Allee vor ggü. 3 (0-24 Uhr),14053,Deutschland,13.24342558,52.51295136,1,1,0.5,1,1,1,0,1,0,273
Wall_122609,"Wall CT, Olympischer Platz",Berlin,Olympischer Platz 6 (0-24 Uhr),14053,Deutschland,13.24435372,52.51559745,1,1,0.5,1,1,1,0,1,0,202
Wall_122610,"Wall CT, Trakehner Allee",Berlin,Trakehner Allee hinter ggü. 7 (0-24 Uhr),14053,Deutschland,13.24082699,52.51219565,1,1,0.5,1,1,1,0,1,0,162
Wall_122611,"Wall CT, Jesse-Owens-Allee",Berlin,Jesse-Owens-Allee vor ggü. 2 (0-24 Uhr),14053,Deutschland,13.23682913,52.51062285,1,1,0.5,1,1,1,0,1,0,872
Wall_122631,"Wall CT, Siegfriedstr.",Berlin,Siegfriedstr. ggü. 23 (0-24 Uhr),12051,Deutschland,13.43145832,52.46786211,1,1,0.5,1,1,1,0,1,1,704
Wall_122633,"Wall CT, Joachim-Gottschalk-Weg",Berlin,Joachim-Gottschalk-Weg 12-14 (0-24 Uhr),12353,Deutschland,13.47661219,52.42266021,1,1,0.5,1,1,1,0,1,0,125
Wall_122812,"Wall CT, Hallesches Ufer",Berlin,Hallesches Ufer   (0-24 Uhr),10969,Deutschland,13.3913257,52.49795128,1,1,0.5,1,1,1,0,1,1,804
Wall_122814,"Wall CT, Max.-Kraft-Platz, Katzlerstr.",Berlin,"Max.-Kraft-Platz, Katzlerstr. ggü. 20 (0-24 Uhr)",10823,Deutschland,13.3690377,52.49275795,1,1,0.5,1,1,1,1,1,1,944
Wall_122815,"Wall CT, Büsingstr.",Berlin,Büsingstr. ggü. 2 (0-24 Uhr),12161,Deutschland,13.32615964,52.4656853,1,1,0.5,1,1,1,1,1,0,742
Wall_122816,"Wall CT, Stübbenstr.",Berlin,Stübbenstr.   (0-24 Uhr),10779,Deutschland,13.33795722,52.48848511,1,1,0.5,1,1,1,1,1,1,300
Wall_122817,"Wall CT, Röblingstr.",Berlin,Röblingstr. 161 (0-24 Uhr),12105,Deutschland,13.36653677,52.4498736,1,1,0.5,1,1,1,1,1,0,307
Wall_122818,"Wall CT, Dennewitzplatz, Dennewitzstr.",Berlin,"Dennewitzplatz, Dennewitzstr. ggü. 22 (0-24 Uhr)",10783,Deutschland,13.36693678,52.49715432,1,1,0.5,1,1,1,1,1,1,692
Wall_122819,"Wall CT, Holzmannstr.",Berlin,Holzmannstr. ggü. 23 (0-24 Uhr),12099,Deutschland,13.41822526,52.46251872,1,1,0.5,1,1,1,1,1,1,715
Wall_122820,"Wall CT, Wartburgplatz, Martin-Luther-Str.",Berlin,"Wartburgplatz, Martin-Luther-Str.   (0-24 Uhr)",10823,Deutschland,13.3453017,52.48795426,1,1,0.5,1,1,1,0,1,1,743
Wall_122821,"Wall CT, Motzstr.",Berlin,Motzstr. ggü. 41 (0-24 Uhr),10777,Deutschland,13.34515858,52.49690682,1,1,0.5,1,1,1,1,1,1,744
Wall_122939,"Wall CT, Waltersdorfer Chaussee",Berlin,Waltersdorfer Chaussee ggü. 5-7 (0-24 Uhr),12355,Deutschland,13.49774032,52.41580884,1,1,0.5,1,1,1,0,1,1,10
Wall_122940,"Wall CT, Berkaer Str.",Berlin,Berkaer Str. vor 1 (0-24 Uhr),14199,Deutschland,13.29041806,52.47575169,1,1,0.5,1,1,1,1,1,0,904
Wall_122942,"Wall CT, Rudolfplatz, Modersohnstr.",Berlin,"Rudolfplatz, Modersohnstr. ggü. 53-55 (0-24 Uhr)",10245,Deutschland,13.4568589,52.50268307,1,1,0.5,1,1,1,0,1,1,807
Wall_122943,"Wall CT, Falckensteinstr.",Berlin,Falckensteinstr. hinter 38 (0-24 Uhr),10997,Deutschland,13.44302543,52.49899277,1,1,0.5,1,1,1,0,1,1,696
Wall_122974,"Wall CT, Oranienplatz",Berlin,Oranienplatz ggü. 1 (0-24 Uhr),10999,Deutschland,13.41511058,52.50259641,1,1,0.5,1,1,1,1,1,1,686
Wall_123024,"Wall CT, Mariannenplatz",Berlin,Mariannenplatz 2-3 (0-24 Uhr),10997,Deutschland,13.424531,52.50307,1,1,0.5,1,1,1,1,1,1,897
Wall_123027,"Wall CT, Klixarena, Zobeltitzstr.",Berlin,"Klixarena, Zobeltitzstr. ggü. 93 (0-24 Uhr)",13403,Deutschland,13.30872967,52.5702404,1,1,0.5,1,1,1,1,1,0,884
Wall_123029,"Wall CT, Letteplatz, Letteallee",Berlin,"Letteplatz, Letteallee ggü. 46 (0-24 Uhr)",13409,Deutschland,13.37090504,52.56329816,1,1,0.5,1,1,1,1,1,0,796
Wall_123030,"Wall CT, Schäfersee, Am Schäfersee",Berlin,"Schäfersee, Am Schäfersee   (0-24 Uhr)",13407,Deutschland,13.35862282,52.56345302,1,1,0.5,1,1,1,0,1,0,939
Wall_123031,"Wall CT, Auguste-Viktoria-Allee",Berlin,Auguste-Viktoria-Allee ggü. 88 (0-24 Uhr),13403,Deutschland,13.323864,52.57009936,1,1,0.5,1,1,1,0,1,0,799
Wall_123032,"Wall CT, Senftenberger Ring",Berlin,Senftenberger Ring   (0-24 Uhr),13439,Deutschland,13.35379007,52.59966518,1,1,0.5,1,1,1,0,1,0,797
Wall_123086,"Wall CT, Böhmischer Platz, Böhmische Str.",Berlin,"Böhmischer Platz, Böhmische Str. ggü. 45 (0-24 Uhr)",12055,Deutschland,13.44937242,52.47398918,1,1,0.5,1,1,1,0,1,0,907
Wall_123172,"Wall CT, Bürgerpark Pankow, Leonhard-Frank-Str.",Berlin,"Bürgerpark Pankow, Leonhard-Frank-Str. ggü. 1 (0-24 Uhr)",13156,Deutschland,13.38885603,52.56952419,1,1,0.5,1,1,1,1,1,1,883
Wall_123175,"Wall CT, Am Schlachtensee",Berlin,Am Schlachtensee (0-24 Uhr),14129,Deutschland,13.21444588,52.44015847,1,1,0.5,1,1,1,0,1,1,890
Wall_123176,"Wall CT, Mühlenstr.",Berlin,Mühlenstr. ggü. 65 (0-24 Uhr),12249,Deutschland,13.34776313,52.43215973,1,1,0.5,1,1,1,1,1,1,316
Wall_123312,"Wall CT, Osloer Str.",Berlin,Osloer Str.   (0-24 Uhr),13359,Deutschland,13.3722522,52.55703982,1,1,0.5,1,1,1,0,1,1,762
Wall_123363,"Wall CT, Stralsunder Str. (Fußgängerzone)",Berlin,Stralsunder Str. (Fußgängerzone) 61 (0-24 Uhr),13355,Deutschland,13.39527778,52.53977778,1,1,0.5,1,1,1,1,1,0,101
Wall_123365,"Wall CT, Weiskopffstr.",Berlin,Weiskopffstr. ggü. 12 (0-24 Uhr),12459,Deutschland,13.54179877,52.4577762,1,1,0.5,1,1,1,1,1,0,333
Wall_123366,"Wall CT, Ottomar-Geschke-Str.",Berlin,Ottomar-Geschke-Str. ggü. 49 (0-24 Uhr),12555,Deutschland,13.56284008,52.44649497,1,1,0.5,1,1,1,0,1,0,794
Wall_123376,"Wall CT, S-Bhf. Mahlsdorf, Hönower Str.",Berlin,"S-Bhf. Mahlsdorf, Hönower Str. ggü. 79 (0-24 Uhr)",12623,Deutschland,13.612439,52.51191613,1,1,0.5,1,1,1,1,1,1,719
Wall_123385,"Wall CT, Thomashöhe, Thomasstr.",Berlin,"Thomashöhe, Thomasstr. ggü. 11-15 (0-24 Uhr)",12053,Deutschland,13.43890576,52.47371414,1,1,0.5,1,1,1,0,1,1,136
Wall_123390,"Wall CT, Weichselstr. ",Berlin,Weichselstr.  ggü. 34 (0-24 Uhr),12045,Deutschland,13.43904128,52.48886023,1,1,0.5,1,1,1,1,1,1,882
Wall_123391,"Wall CT, Prerower Platz, Zingster Str.",Berlin,"Prerower Platz, Zingster Str. ggü 5 (0-24 Uhr)",13051,Deutschland,13.50409799,52.5644288,1,1,0.5,1,1,1,1,1,0,384
Wall_123392,"Wall CT, Vincent-van-Gogh-Str.",Berlin,Vincent-van-Gogh-Str. 20 (0-24 Uhr),13057,Deutschland,13.5244707,52.56469268,1,1,0.5,1,1,1,1,1,0,385
Wall_123393,"Wall CT, Storkower Str.",Berlin,Storkower Str. 207A (0-24 Uhr),10369,Deutschland,13.46552944,52.52439499,1,1,0.5,1,1,1,1,1,0,387
Wall_123394,"Wall CT, Hauptstr.",Berlin,Hauptstr. ggü. 44A (0-24 Uhr),13055,Deutschland,13.50529292,52.54865166,1,1,0.5,1,1,1,1,1,1,388
Wall_123395,"Wall CT, Am Tierpark",Berlin,Am Tierpark 72 (0-24 Uhr),10319,Deutschland,13.52272917,52.49745839,1,1,0.5,1,1,1,1,1,0,405
Wall_123397,"Wall CT, Rheinsteinpark, Königswinterstr.",Berlin,"Rheinsteinpark, Königswinterstr. ggü. 7 (0-24 Uhr)",10318,Deutschland,13.52979487,52.48326895,1,1,0.5,1,1,1,1,1,0,729
Wall_123402,"Wall CT, Paul-Lincke-Ufer",Berlin,Paul-Lincke-Ufer ggü. 16 (0-24 Uhr),10999,Deutschland,13.43181837,52.49284599,1,1,0.5,1,1,1,0,1,1,905
Wall_123403,"Wall CT, Waterloo-Ufer",Berlin,Waterloo-Ufer (0-24 Uhr),10961,Deutschland,13.39303038,52.49738984,1,1,0.5,1,1,1,0,1,0,700
Wall_123422,"Wall CT, Steinbergpark, Waidmannsluster Damm",Berlin,"Steinbergpark, Waidmannsluster Damm ggü. 85 (0-24 Uhr)",13469,Deutschland,13.30597673,52.60179768,1,1,0.5,1,1,1,0,1,0,798
Wall_123448,"Wall CT, Bhf. Jungfernheide, Lambertstr.",Berlin,"Bhf. Jungfernheide, Lambertstr.   (0-24 Uhr)",10589,Deutschland,13.30119545,52.53020158,1,1,0.5,1,1,1,0,1,1,751
Wall_123451,Toilette Alt-Stralau (Wendenpark) ,Berlin,"Alt-Stralau, Tunnelstr. ggü. 48-48C (0-24 Uhr)",10245,Deutschland,13.47848841,52.49203792,1,1,0,0,0,0,0,5,0,859
Wall_123452,Toilette Eingang Danziger Str./Paul-Heyse-Str.,Berlin,"Volkspark Friedrichshain, Neuer Hain   (0-24 Uhr)",10245,Deutschland,13.44354426,52.52926371,1,0,0,0,0,0,0,5,0,186
Wall_123453,Toilette Zugang Wiener Str./Ratiborstr.,Berlin,Görlitzer Park   (0-24 Uhr),10999,Deutschland,13.44150324,52.49520077,1,0,0,0,0,0,0,5,0,860
Wall_123484,"Wall CT, Viktoriapark, Kreuzbergstr.",Berlin,"Viktoriapark, Kreuzbergstr. ggü. 31 (0-24 Uhr)",10965,Deutschland,13.37759975,52.48935682,1,1,0.5,1,1,1,1,1,1,679
Wall_123487,"Wall CT, Schöneberger Str.",Berlin,Schöneberger Str. ggü. 21A-22 (0-24 Uhr),10963,Deutschland,13.37787755,52.50259594,1,1,0.5,1,1,1,1,1,1,681
Wall_123490,"Wall CT, Waldeckpark, Alte Jakobstr.",Berlin,"Waldeckpark, Alte Jakobstr. ggü. 110 (0-24 Uhr)",10969,Deutschland,13.40262528,52.50666608,1,1,0.5,1,1,1,1,1,1,685
Wall_123491,"Wall CT, Görlitzer Park, Zugang",Berlin,"Görlitzer Park, Zugang (0-24 Uhr)",10999,Deutschland,13.43770549,52.49719518,1,1,0.5,1,1,1,0,1,1,878
Wall_123492,"Wall CT, Görlitzer Park, Zugang",Berlin,"Görlitzer Park, Zugang   (0-24 Uhr)",10999,Deutschland,13.43216788,52.49909929,1,1,0.5,1,1,1,0,1,1,877
Wall_123493,"Wall CT, Petersburger Platz, Straßmannstr.",Berlin,"Petersburger Platz, Straßmannstr. ggü. 21 (0-24 Uhr)",10249,Deutschland,13.44995016,52.5220687,1,1,0.5,1,1,1,1,1,1,668
Wall_123495,"Wall CT, Barnetstr.",Berlin,Barnetstr. ggü. 54 (0-24 Uhr),12305,Deutschland,13.39612461,52.39691451,1,1,0.5,1,1,1,1,1,1,741
Wall_123496,"Wall CT, Dominicusstr.",Berlin,Dominicusstr. 16-18 (0-24 Uhr),10825,Deutschland,13.34670603,52.48240819,1,1,0.5,1,1,1,0,1,1,892
Wall_123497,"Wall CT, Warschauer Str.",Berlin,Warschauer Str. hinter 47-48 (0-24 Uhr),10243,Deutschland,13.44696249,52.50337659,1,1,0.5,1,1,1,0,1,1,695
Wall_123498,"Wall CT, Edinburger Str.",Berlin,Edinburger Str. 38 (0-24 Uhr),13349,Deutschland,13.3483289,52.55611129,1,1,0.5,1,1,1,1,1,1,159
Wall_123499,"Wall CT, Kranoldplatz, Bendastr.",Berlin,"Kranoldplatz, Bendastr.   (0-24 Uhr)",12051,Deutschland,13.43685584,52.46616766,1,1,0.5,1,1,1,0,1,1,153
Wall_123500,"Wall CT, Möllendorffstr.",Berlin,Möllendorffstr.   (0-24 Uhr),10367,Deutschland,13.47958581,52.5189996,1,1,0.5,1,1,1,1,1,1,165
Wall_123501,"Wall CT, Rennbahnstr.",Berlin,Rennbahnstr. ggü. 1-2 (0-24 Uhr),13086,Deutschland,13.46589437,52.55719695,1,1,0.5,1,1,1,1,1,1,176
Wall_123502,"Wall CT, Bosepark, Manteuffelstr.",Berlin,"Bosepark, Manteuffelstr. ggü. 9 (0-24 Uhr)",12103,Deutschland,13.377623,52.463965,1,1,0.5,1,1,1,1,1,1,147
Wall_123515,"Wall CT, Admiralbrücke, Planufer",Berlin,"Admiralbrücke, Planufer   (0-24 Uhr)",10967,Deutschland,13.41512985,52.49491367,1,1,0.5,1,1,1,0,1,1,926
Wall_123524,"Wall CT, Freizeitpark Tegel an der Malche, Campestr. ",Berlin,"Freizeitpark Tegel an der Malche, Campestr.  hinter 11 (0-24 Uhr)",13507,Deutschland,13.26915398,52.59267525,1,1,0.5,1,1,1,1,1,0,359
Wall_123562,"Wall CT, Alt-Gatow",Berlin,Alt-Gatow hinter 65 (0-24 Uhr),14089,Deutschland,13.18358238,52.48393111,1,1,0.5,1,1,1,1,1,1,802
Wall_123563,"Wall CT, Heerstr.",Berlin,Heerstr. vor 229 (0-24 Uhr),13595,Deutschland,13.194946,52.51334865,1,1,0.5,1,1,1,1,1,0,888
Wall_123605,"Wall CT, Rummelsburger Str.",Berlin,Rummelsburger Str.   (0-24 Uhr),10315,Deutschland,13.50423507,52.50247187,1,1,0.5,1,1,1,1,1,0,930
Wall_123608,"Wall CT, Roederplatz ",Berlin,Roederplatz    (0-24 Uhr),10367,Deutschland,13.48059285,52.52733508,1,1,0.5,1,1,1,1,1,0,931
Wall_123610,"Wall CT, Waldowstr.",Berlin,Waldowstr. ggü. 31 (0-24 Uhr),13053,Deutschland,13.48561327,52.5480863,1,1,0.5,1,1,1,1,1,0,943
Wall_123757,"Wall CT, Niederneuendorfer Allee",Berlin,Niederneuendorfer Allee 11 (0-24 Uhr),13587,Deutschland,13.2107809,52.56738179,1,1,0.5,1,1,1,1,1,0,928
Wall_123759,"Wall CT, Gärtnereiring",Berlin,Gärtnereiring ggü. 54 (0-24 Uhr),13593,Deutschland,13.14647959,52.52375233,1,1,0.5,1,1,1,1,1,0,927
Wall_123777,"Wall CT, Swinemünder Str.",Berlin,Swinemünder Str. 34 (0-24 Uhr),13355,Deutschland,13.39902465,52.54142395,1,1,0.5,1,1,1,1,1,0,941
Wall_123792,"Wall CT, Schönleinstr.",Berlin,Schönleinstr. ggü. 8 (0-24 Uhr),10967,Deutschland,13.4206793,52.49176611,1,1,0.5,1,1,1,1,1,1,690
Wall_123794,"Wall CT, Hermann-Dorner-Allee",Berlin,Hermann-Dorner-Allee   (0-24 Uhr),12487,Deutschland,13.52014861,52.4339902,1,1,0.5,1,1,1,0,1,0,923
Wall_123795,"Wall CT, Fasanerie",Berlin,Fasanerie 4-5 (0-24 Uhr),13469,Deutschland,13.36471606,52.60744808,1,1,0.5,1,1,1,1,1,0,801
Wall_123817,"Wall CT, Alt-Buckow",Berlin,Alt-Buckow 25 (0-24 Uhr),12349,Deutschland,13.4329283,52.42214827,1,1,0.5,1,1,1,0,1,0,924
Wall_123829,"Wall CT, Franz-Neumann-Platz, Pankower Allee",Berlin,"Franz-Neumann-Platz, Pankower Allee ggü. 1 (0-24 Uhr)",13409,Deutschland,13.36483612,52.56363042,1,1,0.5,1,1,1,1,1,0,885
Wall_123871,"Wall CT, Nettelbeckplatz, Gerichtstr.",Berlin,"Nettelbeckplatz, Gerichtstr. 31 (0-24 Uhr)",13347,Deutschland,13.3685794,52.54487816,1,1,0.5,1,1,1,1,1,1,938
Wall_123874,"Wall CT, Hansaplatz, Altonaer Str.",Berlin,"Hansaplatz, Altonaer Str. ggü. 20-22 (0-24 Uhr)",10557,Deutschland,13.34058231,52.5181034,1,1,0.5,1,1,1,0,1,1,745
Wall_123902,"Wall CT, Lietzenseepark, Kaiserdamm",Berlin,"Lietzenseepark, Kaiserdamm ggü. 8 (0-24 Uhr)",14057,Deutschland,13.29092873,52.51025412,1,1,0.5,1,1,1,1,1,0,922
Wall_123903,"Wall CT, Stuttgarter Platz",Berlin,Stuttgarter Platz ggü. 15 (0-24 Uhr),10627,Deutschland,13.30150375,52.50514267,1,1,0.5,1,1,1,0,1,1,920
Wall_123922,"Wall CT, Warnitzer Str.",Berlin,Warnitzer Str. 6 (0-24 Uhr),13057,Deutschland,13.52008467,52.56624519,1,1,0.5,1,1,1,1,1,1,940
Wall_123923,"Wall CT, Sundgauer Str.",Berlin,Sundgauer Str. 109 (0-24 Uhr),14167,Deutschland,13.27464965,52.43523367,1,1,0.5,1,1,1,0,1,0,906
Wall_123924,"Wall CT, Onkel-Tom-Str.",Berlin,Onkel-Tom-Str. 95 (0-24 Uhr),14163,Deutschland,13.25176639,52.4489334,1,1,0.5,1,1,1,1,1,0,889
Wall_123925,"Wall CT, Argentinische Allee",Berlin,Argentinische Allee hinter 253 (0-24 Uhr),14169,Deutschland,13.26961478,52.45090718,1,1,0.5,1,1,1,0,1,1,313
Wall_123973,"Wall CT, An der Wuhle",Berlin,An der Wuhle ggü. 56 (0-24 Uhr),12621,Deutschland,13.56670493,52.48688152,1,1,0.5,1,1,1,1,1,1,913
Wall_123974,"Wall CT, Köpenicker Str.",Berlin,Köpenicker Str. 259 A (0-24 Uhr),12683,Deutschland,13.55957132,52.47930072,1,1,0.5,1,1,1,0,1,0,936
Wall_124023,"Wall CT, Weinbergspark, Veteranenstr.",Berlin,"Weinbergspark, Veteranenstr. ggü. 22 (0-24 Uhr)",10119,Deutschland,13.40105178,52.53302967,1,1,0.5,1,1,1,0,1,1,747
Wall_124025,"Wall CT, Böcklerpark, Prinzenstr.",Berlin,"Böcklerpark, Prinzenstr. 1  (0-24 Uhr)",10969,Deutschland,13.40675338,52.49671855,1,1,0.5,1,1,1,0,1,1,687
Wall_124026,"Wall CT, Lohmühleninsel, Lohmühlenstr.",Berlin,"Lohmühleninsel, Lohmühlenstr.   (0-24 Uhr)",10997,Deutschland,13.44949818,52.49666977,1,1,0.5,1,1,1,1,1,1,918
Wall_124087,"Wall CT, Alt-Stralau, Tunnelstr.",Berlin,"Alt-Stralau, Tunnelstr. hinter 12 (0-24 Uhr)",10245,Deutschland,13.48090149,52.49002096,1,1,0.5,1,1,1,1,1,1,876
Wall_124125,"Wall CT, Kienbergpark, Hellersdorfer Str.",Berlin,"Kienbergpark, Hellersdorfer Str. 159 (0-24 Uhr)",12627,Deutschland,13.59102368,52.53133866,1,1,0.5,1,1,1,1,1,1,911
Wall_124145,"Wall CT, Schönagelstr.",Berlin,Schönagelstr. (0-24 Uhr),12679,Deutschland,13.57016699,52.54851987,1,1,0.5,1,1,1,1,1,0,912
Wall_124359,"Wall CT, Schleidenplatz, Waldeyerstr.",Berlin,"Schleidenplatz, Waldeyerstr. ggü. 5 (0-24 Uhr)",10247,Deutschland,13.47264935,52.51567353,1,1,0.5,1,1,1,1,1,1,934
Wall_124362,"Wall CT, Heinrich-Heine-Str.",Berlin,Heinrich-Heine-Str. 16 (0-24 Uhr),10179,Deutschland,13.41390433,52.50826582,1,1,0.5,1,1,1,0,1,0,748
Wall_124364,"Wall CT, Sellerpark, Sellerstr.",Berlin,"Sellerpark, Sellerstr.   (0-24 Uhr)",13353,Deutschland,13.3657435,52.53715677,1,1,0.5,1,1,1,1,1,1,925
Wall_124366,"Wall CT, Ratsgasse (Marktplatz-Fußgängerzone)",Berlin,Ratsgasse (Marktplatz-Fußgängerzone)   (0-24 Uhr),16727,Deutschland,13.17765,52.68761,1,1,0.5,1,0,0,0,2,0,
Wall_124383,"Wall CT, Soldiner Str.",Berlin,Soldiner Str. 77 (0-24 Uhr),13359,Deutschland,13.38363977,52.55932318,1,1,0.5,1,1,1,1,1,1,933
Wall_124386,"Wall CT, Ostender Str.",Berlin,Ostender Str. ggü. 12 (0-24 Uhr),13353,Deutschland,13.35229855,52.5462709,1,1,0.5,1,1,1,1,1,1,765
Wall_124396,"Wall CT, Dianaplatz, Dianastr.",Berlin,"Dianaplatz, Dianastr. hinter 59 a (0-24 Uhr)",13469,Deutschland,13.31222352,52.60615835,1,1,0.5,1,1,1,1,1,0,937
Wall_124414,"Wall CT, Konrad-Wolf-Str.",Berlin,Konrad-Wolf-Str. ggü. 76 (0-24 Uhr),13055,Deutschland,13.48131665,52.53887274,1,1,0.5,1,1,1,0,1,1,951
Wall_124435,"Wall CT, Südstern",Berlin,Südstern (0-24 Uhr),10967,Deutschland,13.40735842,52.48949359,1,1,0.5,1,1,1,0,1,1,346
Wall_124489,"Wall CT, Meierottostr.",Berlin,Meierottostr. ggü. 8 (0-24 Uhr),10719,Deutschland,13.32997355,52.49674723,1,1,0.5,1,1,1,0,1,0,946
Wall_124513,"Wall CT, Winterfeldtplatz, Gleditschstr.",Berlin,"Winterfeldtplatz, Gleditschstr. vor 5 (0-24 Uhr)",10781,Deutschland,13.355023,52.496171,1,1,0.5,1,1,1,1,1,1,917
Wall_124549,"Wall CT, Alt-Lübars",Berlin,Alt-Lübars 19 B (0-24 Uhr),13469,Deutschland,13.35871347,52.62098483,1,1,0.5,1,1,1,1,1,0,950
Wall_124551,"Wall CT, Dolgenseestr.",Berlin,Dolgenseestr. ggü. 9 E (0-24 Uhr),10319,Deutschland,13.50757274,52.49237856,1,1,0.5,1,1,1,1,1,0,949
Wall_124552,"Wall CT, Dr.-Ilse-Kassel-Platz, Schloßstr.",Berlin,"Dr.-Ilse-Kassel-Platz, Schloßstr. ggü. 5 (0-24 Uhr)",13467,Deutschland,13.31335932,52.6169709,1,1,0.5,1,1,1,1,1,0,945
Wall_124583,"Wall CT, Oberbaumstr.",Berlin,Oberbaumstr. vor 11 (0-24 Uhr),10997,Deutschland,13.44349367,52.50084206,1,1,0.5,1,1,1,0,1,1,688
Wall_124615,"Wall CT, Sportforum, Weißenseer Weg",Berlin,"Sportforum, Weißenseer Weg vor 53 (0-24 Uhr)",13053,Deutschland,13.47238387,52.53787421,1,1,0.5,1,1,1,1,1,1,909
Wall_124630,"Wall CT, Crellemarkt, Großgörschenstr.",Berlin,"Crellemarkt, Großgörschenstr. ggü. 31 (0-24 Uhr)",10827,Deutschland,13.36586194,52.49131892,1,1,0.5,1,1,1,0,1,1,935
Wall_124686,"Wall CT, Alt-Köpenick",Berlin,Alt-Köpenick vor 32 (0-24 Uhr),12555,Deutschland,13.57381067,52.44532618,1,1,0.5,1,1,1,1,1,1,795
Wall_124690,"Wall CT, Egon-Erwin-Kisch-Str.",Berlin,Egon-Erwin-Kisch-Str. vor 106 (0-24 Uhr),13059,Deutschland,13.51341865,52.56779315,1,1,0.5,1,1,1,1,1,0,893
Wall_125174,"Wall CT, Gothaer Str.",Berlin,Gothaer Str. 37 (0-24 Uhr),12629,Deutschland,13.58899359,52.53960364,1,1,0.5,1,1,1,0,1,0,910
Wall_125237,"Wall CT, Afrikanische Str.",Berlin,Afrikanische Str. ggü. 92 (0-24 Uhr),13351,Deutschland,13.33653721,52.55264088,1,1,0.5,1,1,1,1,1,1,921
Wall_125245,"Wall CT, Grüntaler Str.",Berlin,Grüntaler Str. 41 (0-24 Uhr),13359,Deutschland,13.39360981,52.55637254,1,1,0.5,1,1,1,1,1,1,948
Wall_125298,"Wall CT, Volkspark Hasenheide",Berlin,Volkspark Hasenheide   (0-24 Uhr),10965,Deutschland,13.41713616,52.48445441,1,1,0.5,1,1,1,1,1,1,705
Wall_125473,"Wall CT, Emma-Ihrer-Str.",Berlin,Emma-Ihrer-Str. hinter ggü. 39 (0-24 Uhr),10317,Deutschland,13.47860842,52.49750446,1,1,0.5,1,1,1,1,1,0,952
Wall_125493,"Wall CT, Schützenstr.",Berlin,Schützenstr. hinter 10 (0-24 Uhr),13585,Deutschland,13.21029458,52.55015019,1,1,0.5,1,1,1,0,1,0,953
Wall_3389,"Wall CT, Unter den Linden",Berlin,Unter den Linden 76 (0-24 Uhr),10117,Deutschland,13.38126945,52.51660919,1,1,0.5,1,0,0,0,2,0,178
Wall_34518,Toilette Gutsmuthsweg,Berlin,Trakehner Allee vor ggü. 3 (bei Veranst.),14053,Deutschland,13.2435201,52.512991,1,0,0,0,0,0,0,4,0,276
Wall_34520,Toilette Gutsmuthsweg (Eingang Hockey-Stadion),Berlin,Olympischer Platz 6 (bei Veranst.),14053,Deutschland,13.24459,52.51562,1,0,0,0,0,0,0,4,0,275
Wall_34522,Toilette Coubertinplatz,Berlin,Trakehner Allee hinter ggü. 7 (bei Veranst.),14053,Deutschland,13.240781,52.5121801,1,0,0,0,0,0,0,4,0,274
Wall_34523,Toilette Eingang Reithalle / Tunnelweg,Berlin,Jesse-Owens-Allee vor ggü. 2 (bei Veranst.),14053,Deutschland,13.23694025,52.51064618,1,0,0,0,0,0,0,4,0,200
